O1CN010w4ZPu224H9orfiKA_!!1620027066.jpg_400x400.jpg	1.8534451723098755,5.517210483551025,1.9022568464279175,0.9249897003173828,0.3169408142566681,3.001361131668091,3.557441473007202,4.041924476623535,3.4193387031555176,1.351361870765686
O1CN010x6PtS21aVSItxdzX_!!20857001-0-lubanu-s.jpg_400x400.jpg	2.127537488937378,2.283003091812134,1.7368084192276,1.4194707870483398,2.329878807067871,4.986767768859863,4.991296768188477,7.55866813659668,7.031733512878418,1.4407730102539062
O1CN010ytshv1i4T3CV9hhj_!!1781694359.jpg_400x400.jpg	4.395655632019043,3.8340611457824707,0.8841089606285095,1.253186821937561,2.969825506210327,2.7965517044067383,3.5878183841705322,6.111289024353027,5.358440399169922,1.3659340143203735
O1CN0114Imyt21IBcCGM1bH_!!2516606961-0-lubanu-s.jpg_400x400.jpg	1.705587387084961,2.1353983879089355,0.6185156106948853,-0.3603307604789734,1.4109818935394287,2.1029815673828125,2.194575071334839,6.867162227630615,7.006918430328369,4.224255084991455
O1CN0115mnsh1jJryxXAkiW_!!2207845974528.jpg_400x400.jpg	4.618473529815674,2.443990707397461,2.6073293685913086,3.591517686843872,3.234419822692871,4.0443549156188965,4.837538719177246,3.314889907836914,3.302837371826172,3.315006971359253
O1CN0116CJS91GVCuw5jDyl_!!2815700627.jpg_400x400.jpg	2.2358198165893555,4.386966705322266,1.6549575328826904,1.5651308298110962,2.509103536605835,3.2122652530670166,3.2164573669433594,4.090292453765869,4.295405864715576,3.6294608116149902
O1CN01178YKZ1jceE4NMZfv_!!1037054569-0-lubanu-s.jpg_400x400.jpg	4.68220329284668,0.7864159345626831,3.2690937519073486,3.0812220573425293,4.536416530609131,3.2054779529571533,5.305328369140625,3.6708836555480957,1.6057358980178833,1.8195955753326416
O1CN0117NC0f1xiyDhSdTZQ_!!1665796478.jpg_400x400.jpg	4.083183765411377,1.469306468963623,2.2243800163269043,2.0200231075286865,2.2921037673950195,3.3537416458129883,4.08921480178833,3.843860626220703,3.8552327156066895,2.7615439891815186
O1CN0118Dfph1d1C8OLlJQ2_!!517453675.jpg_400x400.jpg	2.143406867980957,1.0392146110534668,-0.5840996503829956,0.8734015226364136,2.3549325466156006,4.173440456390381,4.01414680480957,7.369578838348389,7.601324558258057,4.382035255432129
O1CN0118p6xC1MlanUFqIVu_!!3478461475.jpg_400x400.jpg	1.9862169027328491,2.3612077236175537,4.192366600036621,2.3070454597473145,3.1524627208709717,3.1930365562438965,3.598270893096924,2.591273546218872,2.5859532356262207,2.789635181427002
O1CN011B7sFF1MonZTQCZAx_!!1653961482-0-lubanu-s.jpg_400x400.jpg	1.7967770099639893,1.3468645811080933,0.027772262692451477,0.9077733755111694,0.7041620016098022,3.2613396644592285,2.4066238403320312,5.885842800140381,5.065733909606934,2.367851972579956
O1CN011DQtpp1hvlWoyYknM_!!3401044340-0-lubanu-s.jpg_400x400.jpg	3.011117935180664,1.406268835067749,0.9987850189208984,0.28013384342193604,0.38567054271698,4.0482025146484375,5.060418605804443,5.26580286026001,4.830655574798584,3.2375264167785645
O1CN011Dsmyz25WcYLZjkvn_!!3441357534.jpg_400x400.jpg	2.566720724105835,1.719010591506958,0.9521243572235107,0.589483380317688,1.803746223449707,1.136390209197998,2.9019579887390137,5.222978115081787,3.5649075508117676,5.248653411865234
O1CN011E0w1M1OCu22Q8VE5_!!726861670.jpg_400x400.jpg	2.425419569015503,0.8190401792526245,0.5709676146507263,0.04445240646600723,3.0223217010498047,2.098844289779663,4.096968650817871,3.1267056465148926,3.0848894119262695,3.144707202911377
O1CN011FTeZv1X3aUuamjNQ_!!0-item_pic.jpg_400x400.jpg	4.274693012237549,1.0020219087600708,6.484105110168457,4.07509708404541,3.259114980697632,3.7453527450561523,5.417777061462402,1.937736988067627,1.111095666885376,1.4557660818099976
O1CN011FwJ0W2Mh0xUnu8lL_!!2682149858.jpg_400x400.jpg	2.5707831382751465,2.380563497543335,2.4949092864990234,1.9171638488769531,3.451657772064209,3.4873790740966797,4.722629070281982,4.279676914215088,3.608426094055176,1.1243674755096436
O1CN011IMk1t1M5SLruq2Cu_!!285911383.jpg_400x400.jpg	2.5741734504699707,1.3960680961608887,2.1770570278167725,1.2142895460128784,1.8112401962280273,5.0976243019104,7.204128265380859,3.8336989879608154,3.0436720848083496,3.4395523071289062
O1CN011JCPI62GCQsPYStE3_!!2200814698979-0-lubanu-s.jpg_400x400.jpg	6.833591938018799,5.824193954467773,1.8657333850860596,1.2494657039642334,0.9692963361740112,3.894321918487549,4.355349540710449,2.2097089290618896,3.618616819381714,2.617335557937622
O1CN011K5dCS2Mh0xKSu4zM_!!2682149858.jpg_400x400.jpg	4.67083740234375,1.4603359699249268,2.096825361251831,1.497521162033081,3.3340487480163574,2.61944842338562,6.003921031951904,2.6243529319763184,1.916022777557373,1.4378598928451538
O1CN011K9doy1etz7ZjaqHy_!!1645183930.jpg_400x400.jpg	2.0279273986816406,1.7383196353912354,4.098337650299072,3.9813833236694336,3.2868032455444336,3.587108612060547,3.771184206008911,2.061448574066162,2.632805347442627,1.4651494026184082
O1CN011LESq71QEqu3gWwYC_!!2097621945.jpg_400x400.jpg	4.553792476654053,2.397512197494507,1.4832561016082764,-0.028456106781959534,2.462188720703125,1.5389430522918701,1.8774138689041138,2.1383235454559326,3.853607654571533,2.21785306930542
O1CN011Mmxq5s3nFIYS59_!!3108331478.jpg_400x400.jpg	1.9408419132232666,3.6759743690490723,3.2140684127807617,3.382559299468994,5.324565887451172,3.996318817138672,4.185750961303711,5.660757064819336,4.93145751953125,7.16038703918457
O1CN011Mq3SP22ks1u6mqJv_!!4008667159.jpg_400x400.jpg	2.543086051940918,1.314703345298767,1.672278881072998,0.5909578800201416,2.8879096508026123,2.6101160049438477,3.273184061050415,6.382587909698486,5.125755310058594,3.0697827339172363
O1CN011Oy1Xe1SZa2xqRYz6_!!398202261.jpg_400x400.jpg	7.360926628112793,3.8985939025878906,2.3607921600341797,1.7081830501556396,3.0770673751831055,3.459216833114624,6.309682846069336,2.33898663520813,3.7004599571228027,3.7465357780456543
O1CN011QdWvg1cCoZPb3lZb_!!717853565.jpg_400x400.jpg	6.329693794250488,2.827928304672241,3.8069889545440674,3.875537395477295,4.59041166305542,3.3835277557373047,6.429586410522461,2.2546443939208984,1.7172363996505737,2.6783158779144287
O1CN011Rleo7Rj44j2B3L_!!1638292152.jpg_400x400.jpg	1.2822940349578857,2.429825782775879,2.3657803535461426,1.4923317432403564,2.400493621826172,2.937678337097168,4.530609130859375,2.714596748352051,3.9208321571350098,2.2069883346557617
O1CN011S1tYi1jX9TYLUqN8_!!3869244557-0-lubanu-s.jpg_400x400.jpg	1.0457432270050049,2.2631125450134277,1.9559741020202637,1.147093415260315,2.324504852294922,2.168630599975586,3.750235080718994,4.099269390106201,3.5110127925872803,2.335364580154419
O1CN011Sq4EKoASw19TZ4_!!1758252297.jpg_400x400.jpg	5.643740177154541,3.6882691383361816,2.775515556335449,2.9204635620117188,1.4043655395507812,3.494058609008789,3.7367942333221436,5.347620487213135,5.187850475311279,3.375744342803955
O1CN011TGVYB2NUwBls0TMw_!!2485439967.jpg_400x400.jpg	2.9016056060791016,2.9159746170043945,2.959221839904785,3.9003491401672363,3.9732983112335205,4.111027717590332,5.670462131500244,3.072805643081665,2.579918622970581,2.027475357055664
O1CN011UBJ0J1m9k41dprGx_!!1885174912.jpg_400x400.jpg	1.9915366172790527,2.7885406017303467,3.2621066570281982,3.913654327392578,1.8813273906707764,4.6968865394592285,4.600025177001953,3.739175796508789,3.3828508853912354,2.3927369117736816
O1CN011VCuYR2AaLqKHmdeY_!!2143478219.jpg_400x400.jpg	3.3403353691101074,1.2148219347000122,2.1019492149353027,1.7876111268997192,3.261472463607788,1.4501466751098633,4.4114203453063965,2.9755613803863525,1.8389129638671875,2.158982276916504
O1CN011W5P8W1sRV5raIW9l_!!2873125763.jpg_400x400.jpg	1.1472421884536743,3.9470224380493164,3.7694199085235596,2.5331902503967285,3.4257779121398926,3.6700220108032227,5.398899555206299,2.941619873046875,1.7776544094085693,-0.041254401206970215
O1CN011WldyE1TGdKWhkLbv_!!2996932355-0-lubanu-s.jpg_400x400.jpg	4.170951843261719,1.3828465938568115,2.366490602493286,1.6310107707977295,3.560399055480957,1.2998549938201904,3.2323853969573975,3.578979253768921,1.8349742889404297,1.8500449657440186
O1CN011XVyw67jQmrqBSn_!!3298342930.jpg_400x400.jpg	1.3765804767608643,1.5839580297470093,5.188159942626953,3.2071824073791504,3.029049873352051,2.2815284729003906,3.560065984725952,2.5816102027893066,3.1775283813476562,3.5639688968658447
O1CN011YEIzu1ryeAfzATuC_!!2182695700-0-lubanu-s.jpg_400x400.jpg	3.320374011993408,2.3006062507629395,2.9601998329162598,3.238086223602295,3.927013397216797,4.857907295227051,6.5462260246276855,4.77793550491333,4.149153232574463,2.3026108741760254
O1CN011Zc6sD1uwIzRjWrEX_!!219176101-0-lubanu-s.jpg_400x400.jpg	2.33231258392334,1.1875948905944824,2.843090534210205,2.3143503665924072,2.947786331176758,7.0415472984313965,9.905025482177734,1.1948456764221191,1.7459630966186523,2.5065953731536865
O1CN011ZjXnH1ryeAf90CyR_!!2182695700-0-lubanu-s.jpg_400x400.jpg	2.033050060272217,1.9867959022521973,2.9833199977874756,2.606029748916626,3.3053863048553467,3.7849860191345215,3.8582000732421875,4.0356316566467285,2.614034652709961,2.030463933944702
O1CN011aedFuSushJGujw_!!3006963355.jpg_400x400.jpg	5.005568027496338,2.635242223739624,2.458946943283081,2.423724412918091,2.8887553215026855,5.223909854888916,7.365160942077637,4.45266580581665,5.015262126922607,0.5821630954742432
O1CN011ez1N0ZqRjUWpxO_!!1756603941.jpg_400x400.jpg	2.6311025619506836,2.7271857261657715,2.3800649642944336,1.7101293802261353,2.4729788303375244,2.0818395614624023,1.6871941089630127,4.530799865722656,3.969808578491211,2.1699910163879395
O1CN011fDAsL1rmHQkMtvRh_!!2200624845673.jpg_400x400.jpg	5.50166654586792,7.385641098022461,2.0084714889526367,1.7578966617584229,0.10054126381874084,4.162856578826904,4.1752471923828125,3.826509714126587,2.8255860805511475,2.0945522785186768
O1CN011fN2sw1NC9lRiiyjJ_!!3491131533.jpg_400x400.jpg	4.495111465454102,1.1338746547698975,0.3915574252605438,0.6667463779449463,3.757347583770752,0.5230413675308228,4.410624980926514,4.69564962387085,4.603432655334473,3.23099946975708
O1CN011fvuZS1L2sVpTQTxo_!!387321242.jpg_400x400.jpg	2.8554039001464844,0.6435936093330383,1.4343584775924683,2.879673480987549,1.9487159252166748,5.0570268630981445,7.047208309173584,6.30593204498291,7.091372966766357,5.662395477294922
O1CN011gDVUaaAkbYV5Wx_!!3253324108.jpg_400x400.jpg	3.665011405944824,3.9859812259674072,1.350722074508667,1.5306898355484009,2.2235805988311768,3.979322671890259,4.466733932495117,2.7978272438049316,3.502349376678467,2.5929884910583496
O1CN011gyKNL1DJLoknsRWF_!!3921490195.jpg_400x400.jpg	8.178083419799805,5.072765350341797,1.1490583419799805,2.6974518299102783,6.865101337432861,4.063263416290283,6.590762138366699,3.2087643146514893,3.1490745544433594,5.685728549957275
O1CN011h4B2ZrIXrOFhYA_!!2935564223.jpg_400x400.jpg	7.978479385375977,5.836883068084717,3.4596781730651855,1.9587395191192627,2.3231046199798584,3.740856409072876,5.261066913604736,1.0680632591247559,1.9060747623443604,2.031317710876465
O1CN011hRZAJ1saf2s6YXbC_!!2264215783-0-lubanu-s.jpg_400x400.jpg	5.684746742248535,3.890676736831665,2.9326581954956055,2.7937963008880615,1.9861944913864136,1.1131105422973633,4.8646650314331055,4.682463645935059,3.0296993255615234,3.8331503868103027
O1CN011iNFA7G5ZnoPoZH_!!2399164400.jpg_400x400.jpg	2.890578031539917,2.04600191116333,2.906559467315674,3.8112919330596924,5.44632625579834,3.433332681655884,3.663578987121582,1.9467060565948486,1.533103346824646,4.252394199371338
O1CN011iNFA7phqiB29wA_!!2399164400.jpg_400x400.jpg	2.890578031539917,2.04600191116333,2.906559467315674,3.8112919330596924,5.44632625579834,3.433332681655884,3.663578987121582,1.9467060565948486,1.533103346824646,4.252394199371338
O1CN011jUSWA1MHMeV2s1pa_!!3434951409.jpg_400x400.jpg	5.754521369934082,2.2290737628936768,2.4660120010375977,3.312779426574707,2.989440441131592,5.330011367797852,4.494483470916748,3.958381175994873,4.456175327301025,1.6006567478179932
O1CN011lIxFx1UGSntW7DlU_!!38832490-0-lubanu-s.jpg_400x400.jpg	2.4028022289276123,2.780268430709839,2.842883586883545,3.0782558917999268,3.8754727840423584,3.238898754119873,4.5219855308532715,4.3431077003479,3.3398830890655518,1.1750410795211792
O1CN011mLoTe1bS6ArnOtfB_!!1656973463.jpg_400x400.jpg	3.953782081604004,1.6291254758834839,3.116919994354248,3.1905336380004883,2.5219502449035645,2.8060967922210693,3.7766878604888916,4.07453727722168,3.000196933746338,2.325953245162964
O1CN011mriOf2GtU28gqjkj_!!2200655379073.jpg_400x400.jpg	3.8855369091033936,2.4527719020843506,2.991178512573242,2.217625856399536,4.359420299530029,3.2134225368499756,3.622056484222412,3.7386879920959473,3.5176727771759033,2.2362895011901855
O1CN011nZR2a1l0kc5C9BLT_!!3017814757.jpg_400x400.jpg	3.7908225059509277,1.5040287971496582,1.7353086471557617,1.9141976833343506,2.032092571258545,1.0573046207427979,2.7216110229492188,7.76751708984375,6.195744037628174,3.834196090698242
O1CN011oA6Gr24OXsdpZAyI_!!0-item_pic.jpg_400x400.jpg	3.5235347747802734,1.521040439605713,1.8703255653381348,1.173071026802063,3.6044139862060547,3.1792349815368652,4.096582412719727,6.345311164855957,4.421715259552002,3.7353384494781494
O1CN011ogPfj1IzYLwy8R1E_!!3160120964.jpg_400x400.jpg	5.70076322555542,1.560115098953247,2.9819703102111816,4.493370056152344,2.834245204925537,5.671649932861328,6.5578107833862305,1.647420883178711,3.012411594390869,2.79617977142334
O1CN011pVBrz1p0WxZr545l_!!2961185298-0-lubanu-s.jpg_400x400.jpg	3.0734710693359375,0.4705943465232849,3.040088415145874,1.8101131916046143,3.0910844802856445,3.9295411109924316,4.955284595489502,2.303762197494507,2.520577907562256,4.768399715423584
O1CN011ricBETuWOTciv1_!!0-item_pic.jpg_400x400.jpg	3.930837631225586,2.8610610961914062,2.2088208198547363,1.7984117269515991,2.529317617416382,2.5731964111328125,3.1819424629211426,4.352002143859863,3.170121908187866,1.5842643976211548
O1CN011seeli2CCCCozKjFI_!!3325938437-0-lubanu-s.jpg_400x400.jpg	2.980285167694092,1.0384047031402588,2.1060523986816406,2.7473039627075195,1.9676228761672974,2.395686626434326,3.9020347595214844,5.439640045166016,4.024040222167969,1.864730954170227
O1CN011ta1zS3lYzvnTEQ_!!523725917.jpg_400x400.jpg	2.729536771774292,2.9971678256988525,3.68118953704834,1.5651923418045044,1.7057437896728516,6.116159439086914,6.801487922668457,3.2740819454193115,2.5747876167297363,2.790738582611084
O1CN011vbyuOA8FvwVFw2_!!1660766192.jpg_400x400.jpg	5.184980392456055,7.301131248474121,1.7618205547332764,0.555176854133606,0.18330740928649902,1.6929543018341064,2.6378533840179443,2.0686800479888916,1.8806438446044922,0.3123607039451599
O1CN011vlMgc1GB3VN3FpGk_!!3955130583-0-lubanu-s.jpg_400x400.jpg	5.744594573974609,1.5966506004333496,2.5730276107788086,1.534332513809204,3.29209566116333,4.72910737991333,4.339958190917969,1.9182202816009521,4.766860485076904,4.75590705871582
O1CN011wk9Lj1rhhWLeFzBe_!!3489325663.jpg_400x400.jpg	2.23929762840271,3.258824110031128,6.032583236694336,4.282231330871582,3.186617612838745,6.156362533569336,6.440686225891113,3.219874382019043,4.445507049560547,-0.3048456907272339
O1CN011yoRT01maJ39Hzt5a_!!735274970-0-lubanu-s.jpg_400x400.jpg	1.9441264867782593,0.6051357984542847,0.17539860308170319,-0.7499470710754395,0.25834426283836365,1.175316572189331,1.8733298778533936,7.676037788391113,6.539092540740967,5.324503421783447
